Comment,Rating
出貨快速，包裝品質良好,5
突然大特價！！還不買起來！！超讚👍,5
感謝好平台有好商品可以購買,5
特價手刀入手，這價格買到5公升的太開心了,5
有優惠活動，真的物超所值耶，看評價不錯，還沒用,4
特價買非常優惠，用第三次還是有塑膠味,3
送貨相當快速,4
很好用 出貨迅速,5
容量滿大的運作聲音很小，設計下面可以通風好像就不必翻面了。剛使用會有塑膠味道，之後就還好。之前有一台飛利浦但是容量小價格也比較貴使用久了本來想送原廠清洗，看到這台不到兩千就買了，使用起來還不錯。,5
不錯的商品 好看又實用,5
太愛伊萊克斯牌子，特惠價就下單了,5
開幕禮品 最佳選擇 好評好用,5
預購品準時於出貨日拿到，整體來說很有質感，特價取得CP值超高,5
包裝完整無破損、出貨快速👍🏻,5
品質精美 快速到貨 願意回購,5
特價1988元購入，包裝沒有封膜，是裸包裝原紙箱到貨，開口處很鬆，紙箱有破裂三處，目前尚未使用。,5
價格優惠，還未使用，希望好用，包裝稍嫌薄弱沒有封膜,5
特價先買還沒用不知道好不好用,3.5
收到時覺得很大一台，還好容量剛好，使用時聲音很小，價格優惠，覺得物美價廉,5
外型&容量都很滿意，但是電源線有點太短,5
便宜又好用,5
外型好看有質感，還未使用，希望能簡單好用！,5
有質感超安靜容量大 火力也很夠不用反覆翻面,5
"感覺很不錯,但還沒有開始使用",5
特價真是太划算 商品簡單好操作,5
用一次觉得可以很好,5
出貨速度超快，朋友都很推薦的一台氣炸鍋,5
價格優惠實在，出貨速度快,4.5
優惠促銷時候買的，便宜且容量很大，CP值超高，買伊萊克斯就對了，品質有保障,5
先炸薯條感覺好像還不錯，有時候會冒煙應該是水蒸氣以後如果有需要可以買來送人,4
"cp值高,出貨迅速,相當划算.",5
之前用過，品牌的設計優，特價優惠更優,4
特價兩千有找購入， 真是太划算了！物超所值！ 收到清洗後有使用消除異味模式、 和用柑橘皮和檸檬皮開鍋， 隔天使用完全沒有異味～ 火力容量都很夠！讚👍🏻,5
商品很美！操作方便,5
快速到貨，伊萊克斯的質感就是好,5
實際收到商品盒子沒有封條膠帶黏貼，還好打開來沒有使用痕跡，氣炸鍋本身沒有太大問題，使用體驗還不錯。,4
方便、好用，少油。。,5
很好用 還很安靜 好喜歡,5
一到貨立馬開箱使用，很漂亮很有質感，剛好跟上優惠特價～真的很滿意,5
簡單易操作，試用了幾天使用感受不錯，優惠價購入很划算！,5
超級棒的商品，CP值高，因不定時會有活動可留意，伊萊克斯就是有質感，超級推薦😁,5
特價時買很划算,4
質感很好，外觀漂亮，趁特價入手真是太值得了。,5
知名度對小家電，趁著促銷價格低廉時購買，尚未使用不知效果如何？,5
收到商品算裸裝吧？雖有外盒但沒有封膜，直接就可以打開盒子看到本機⋯這是正常包裝宅配運送？基於對momo和廠商的信任我給予相信希望也能得到相同的承諾,4
商品包裝完整、出貨速度快、司機服務態度親切、面板按鍵操作容易，重點是買到超低促銷優惠價,5
氣炸鍋很好用，不過送錯地址到隔壁大樓，宅配通的錯,5
送貨速度快，外型非常有質感，趁特價趕快購入,4.5
出貨速度快 價格很優惠,4
商品快速 包裝完整,5
好用，終於等到好的價格，希望能用長久,5
外觀質感好，清洗後使用去除異味模式將氣炸籃烘乾很方便，內附不鏽鋼蒸架。,5
物美價廉～～～超讚超興奮！！ 愛死伊萊克斯東西就是有質感🥰 希望飲控生活可以讓我變苗條就靠這台惹！,5
還沒使用，外觀很漂亮，特價買超划算,5
CP質優降價購買很划算的,5
外觀很有質感，非常期待，食物的美味,5
特價購買優惠商品，價格優惠,4.5
很大台很漂亮，還沒使用，很期待,5
寄貨迅速實品外觀低調優雅相當不錯～～,5
第一次用氣炸鍋，照預設食譜，蠻好用的,5
實品很漂亮，看momo社團推薦1990特價買的，貨到當日，網頁馬上又活動降價，還好二元不會心酸😂,5
氣炸鍋容量蠻大的，聲音不會很大聲，目前使用上覺得還不錯,5
不失望！👍,5
質感超好。實品看起來很美且簡易操作。,4
兩人很夠用，但還蠻大台的,5
包裝嚴實 趁特價回饋多購入 至少比平常打九折,5
時段可以不要錯過了我們的朋友一起加油打氣喔？我,5
https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12694615 一周後價格變1990 太扯。 身其他大氣店家依樣退補差額，真是糟透了,1
價格非常優惠，買來用用看。,5
實體很有質感，期待使用後💖,5
這台看了很久，終於等到他折扣了下單買來使用，真的要買這麼大的容量才夠炸，而且照他上面的說明來決定炸物的時間。真的好用,5
送貨很快、外型美，價格超優惠,5
出貨快速，很快就收到了。特價優惠買很划算，cp值高。,5
送貨速度快，好看好穿。,5
沒問題喔喔喔喔喔喔喔喔,5
包裝完整，價格優惠，很棒,5
官方旗艦店購入覺得品質安心,5
出貨快速商品包裝完整 謝謝出貨,5
質感很好，顏色很漂亮，易組裝，出貨速度快！,5
廚房旁的小邊櫃，可以放簡易的小家電及廚房用品，很實用,5
質感沒話說，但因為支架有點重量，ㄧ人組裝會有一點點累，不過組裝方式很簡單，附的工具也頗好使用。,5
實用👍,5
出貨超快速，隔天就收到了，商品質感超好，非常值得。,5
15分鐘拼完根本不可能1個大概花了1個多小時才鎖完 非常難鎖 工具跟螺絲整齊用紙封住要用再開這設計不錯 紙跟塑膠黏太緊好難徒手扒開 雖然美觀很多但比ikea難推根本推不動 下單隔天沒到貨還給我降價無語,4.5
到貨迅速，商品包裝良好，希望不會太難組裝,5
品質很好，是一台有份量的推車！實體顏色是溫柔的暗紅色，整體非常滿意，小缺點是輪子不是能滑順推行的那種,5
品質很好，堅固耐用，組裝也很容易,5
簡單好組裝，內含所有需要的工具,5
送貨速度快，無印良品的品質很好，推車外型跟顏色很美。,5
自己一個人慢慢組裝，組起來真的很有質感,5
有洞鎖不緊螺絲,4
無印的包裝非常好，沒有任何的氣泡紙卻非常穩，而且好拆。但是商品一個人安裝卻有點困難，有一端無法順利轉入，會再試試。,4
產品品質良好出貨速度超快,5
小孩指定，比在店家買便宜，可以用折價卷，品質質感觸感很好，組裝也容易👍👍,5
用料紮實，暗紅色很美，輪子不太沽溜，但在用途為廚房放置瀝水盤、常溫南瓜洋蔥等，所以還好，若要當餐車不太好滑。其中兩輪有煞車,5
好看好用,5
綱製的推車質感好推起來沉穩舒適 是心目中的夢幻商品 物流配送速度快 超級推薦在富邦購物平台購買無印良品的商品,5
品質很好，鋼材做工不錯，組裝不難，放陽台也耐用,5
這推車真的非常非常有質感，完全沒有瑕疵刮痕也無味，無印良品的品管真的很讚。不是輕輕的鋼製是有份量的，我放了電器，旁邊還掛了S勾。雖然組裝花了一點時間，但是非常值得購買，cp質很高。 想再入手紅色款！,5
初次組裝完成仍會搖晃，後續會再重裝觀察看看。實品暖灰色超美，無印鋼製品比ikea同款強,5
組裝稍費時間，但使用上沒問題。,5
超讚超讚超讚超讚超讚超讚超讚超讚,5
一般鐵製的三層架容易生鏽，購買muji的鋼製三層架品質應該很好，而且顏色很美,5
包裝良好，出貨迅速，鞋子很輕但版型偏窄長型，跟我原本的差滿多，不是很適合腳寬的我，只能忍痛退貨。,5
包裝良好，出貨迅速，鞋子很輕但版型偏窄長型，跟我原本的差滿多，不是很適合腳寬的我，只能忍痛退貨。,5
Good good good,5
品質包裝很好，會再次回購商品。,4
出貨速度快好穿也好看,5
超寬楦，小孩說好穿又舒適。,4.7
好穿，尺寸適合，有喜歡的會再回購,5
小朋友收到立馬試穿，剛剛好，相當滿意,5
兒子腳寛，這牌子很適合他，momo購買很方便。,5
選超寬楦，很輕很舒服，價格12××很可以,5
趁特價的時候買真的比較優惠~,4
收到商品隔天 已申請換貨 到現在完全不理的 此商品購買時 已照貴公司所說的大半號 收到商品還是小了一點 是不給換嗎？還是在拖時間.......,2.3
出貨快，商品符合預期，穿起來舒適，寬腳掌的福音,5
還不錯穿,4
"出貨快商品符合預期,穿起來舒適",5
配送快速，品質也很好，雙12 優惠划算,5
第一次購買，挺合腳的，試穿了一下，軟硬可以,5
送貨很快就到真的謝謝啦,4
鞋子不錯，穿起來舒適好走,4.7
重量輕，顏色亮，鞋長夠，但要穿進去中間較緊，不知是不是鞋型設計的關係，鞋面較薄，腳趾很明顯,3.3
穿起來，感覺還蠻舒適好行走。,4
品質很好楦頭很寬1212,5
一切都很棒,5
外型好看，舒適好穿，cp值高,5
差點寬炫的部分太小，滿意會回購,5
鞋子如果有塞紙或物品防止塌陷會更好，出貨速度尚可,4.3
鞋子底板穿起來後端硬到比踩在地面還硬，前端薄到像是直接踩在地上，往前走腳掌踏地左右邊落地不平均，一直有快跌倒感。穿不到半小時走路，腳底板與小腿就超酸痛。 第一次買到品質這麼令人傻眼的亞瑟士😓,1
請問11/19換貨 到現在都還沒有收到東西？,3
一直都穿亞瑟士超寬楦，舒適好穿,5
鞋子後跟兩側太硬了，鞋墊彈性不夠，穿著不舒服,2.7
鞋子趁雙11購買，划算！,5
遲遲未收到換貨商品，請退款,3.7
換貨速度很慢，過了6天還沒收到,3.7
好穿，可以有30號會更好。,5
品質不錯，雙十一價格優惠。,5
第一次購買，還不錯，蠻喜歡,5
趁雙11促銷，，購入價格促銷的慢跑鞋,5
寬楦的鞋子，很舒適好穿～推,5
穿起來很舒服，兒子很喜歡,5
好穿,5
幫老公買工作鞋，剛好特價就買來穿穿看，希望滿意。,5
很適合腳寬的人，還不錯穿！,5
出貨迅速，尺寸適中，穿起來很舒適,5
MOMO 出貨效率快、品質保證、付款方式多元，值得推薦！,5
喜歡跑步 一直以來喜歡穿的品牌 搭上1111很便宜,5
商品尺寸穿起來比預期大，但是換貨順利，鞋子好穿，會再回購，,5
顏色好看又輕，也没有試穿過的痕跡，符合預期。非常棒,5
第一次發現鞋子換貨後不合就不能退貨了 難道在鞋店買鞋都是試兩次就一定要合腳嗎？ 買鞋子真的沒辦法那麼精準 我也盡量抓尺寸了 只能說網路購鞋還是有不合腳風險,4
真好穿,5
商品的出貨速度還可以，如果不錯會考慮回購,5
第一次購買，雙11買很優惠,4
第一次買寬楦的鞋，腳板寬的穿起來很舒適,5
穿著舒適透氣,4
實穿,5
包裝完整，到貨速度有點久,5
"鞋看起來不錯,第一次買超寬楦,小孩試穿起來蠻舒適的",5
商品因雙11比較慢收到貨，收到商品沒有問題,5
兒子喜歡穿亞瑟士，物超所值，寄貨快速,5
到貨快速……品質也很好值得信賴的好商品。,4.7
出貨快速 雙11購買有優惠,5
出貨速度快，品質符合期待,5
包裝完整出貨速度快非常感謝,5
包裝完整出貨速度快非常感謝,5
品質很好，速度也很快，有需要會再回購的,5
商品品質優，有需要的話，會再回購,5
很漂亮的慢跑鞋，色系很美又很輕，讚,5
1111有良心賣家，你生意絕對會興隆,4.3
非常棒的商品！推推！包裝得很小心 寄出貨超快 與圖片相符，很喜歡,3.7
非常棒的商品！推推！包裝得很小心 寄出貨超快 與圖片相符，很喜歡,5
材質舒適，只是鞋型比較窄，適合瘦長腳型,4
